HERD NAME,STATE,BREED,TOTAL COWS,COWS IN MILK,PERCENT 1ST LACTATION,MILK HERD,FAT PERCENT AVERAGE,PROTEIN PERCENT AVERAGE,FAT AND PROTEIN,ENERGY CORRECTED MILK,SOMATIC CELL COUNT HERD,DAYS IN MILK HERD,MILK LACTATION ONE,MILK OVER 270 DAYS IN MILK,PERCENT OVER 270 DAYS IN MILK,FIRST MILK LACTATION ONE,FIRST MILK LACTATION TWO,FIRST MILK LACTATION THREE PLUS,PEAK MILK LACTATION ONE,PEAK MILK LACTATION TWO,PEAK MILK LACTATION THREE PLUS,FOUR WEEK MILK LACTATION ONE,FOUR WEEK MILK LACTATION TWO,FOUR WEEK MILK LACTATION THREE PLUS,EIGHT WEEK MILK LACTATION ONE,EIGHT WEEK MILK LACTATION TWO,EIGHT WEEK MILK LACTATION THREE PLUS,DRY MATTER INTAKE,EFFICIENCY BY ENERGY CORRECTED MILK,PERCENT HEAT DETECTION,PERCENT PREGNANCY RATE,PERCENT PREGNANT HERD,CALVING INTERVAL,DAYS FIRST BREED AVERAGE,DAYS OPEN AVERAGE,DAYS OPEN MONTH AVERAGE,PERCENT OPEN GREATER THAN 150 DAYS,INVERSION,SOMATIC CELL COUNT GREATER THAN 500,EVALUATION DATE
HERD090,ID,Holstein,620,540,34.81481481,68.24814815,3.980728972,3.346168224,5.000471653,74.96965376,211.0263653,199,66.75,51.19858156,25.18518519,55.69230769,66.41666667,83.38095238,80.25,94.64646465,104.8935361,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,12.05035971,0,Dec 09 2020
HERD090,ID,Holstein,611,551,33.93829401,68.68421053,3.704267399,3.317655678,4.822952429,72.83983107,212.2715596,192,66.57219251,52.0610687,23.59346642,60,72.83333333,86.46666667,79.8,96.16494845,105.2,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,19.71326165,0,Nov 11 2020
HERD090,ID,Holstein,621,557,32.49551167,69.24416517,3.832290909,3.229036364,4.88955712,74.11223457,163.9854281,182,65.60773481,51.71223022,24.9551167,63.15384615,77.125,76.33333333,78.37572254,95.7184466,104.8530466,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,16.16871705,0,Oct 14 2020
HERD090,ID,Holstein,617,548,32.11678832,72.1350365,3.78712963,3.197944444,5.038685733,75.80174082,204.7821229,180.4489051,65.77272727,57.66412214,23.72262774,61.3,85.7,76.44444444,78.98089172,96.67326733,106.3369565,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,12.67605634,0,Sep 09 2020
HERD091,TX,Holstein,8788,7463,33.17700657,75.7547903,0,0,0,0,0,196.6055206,70.25928918,56.63469828,24.60136674,65.91666667,78.89506173,84.64987406,88.34817987,99.57081237,104.9018939,69.36158192,89.68992248,95.16076294,,,,51.58,0,0,0,0,0,0,0,0,0,0,0,Jan 01 2017
HERD091,TX,Holstein,8872,7505,32.44503664,78.3407062,0,0,0,0,0,194.2150566,74.12648871,62.18514286,23.09127249,64.62831858,81.71428571,86.43382353,90.23416856,100.5128205,105.8397669,73.08496732,87.77037037,93.29508197,,,,50.61,0,0,0,0,0,0,0,0,0,0,0,Feb 01 2017
HERD091,TX,Holstein,8938,7605,31.97896121,80.83431953,0,0,0,0,0,193.9326759,74.67845395,64.27267574,22.90598291,65.05952381,80.38271605,86.04600484,90.40284796,102.0392589,107.5984438,72.28643216,93.8962963,96.02507837,,,,51.61,0,0,0,0,0,0,0,0,0,0,0,Mar 01 2017
HERD091,TX,Holstein,9050,7892,31.89305626,79.1675114,3.533229053,3.119570243,5.266855642,80.14262639,156.2140236,196.8229853,72.36273341,59.79464745,24.35377598,66.70318021,80.25824176,89.25641026,90.95034041,102.226385,108.680754,73.59241706,90.03623188,100.6090652,,,,51.96,1.542390808,0,0,0,0,0,0,0,0,19.56682254,0,Apr 01 2017
HERD091,TX,Holstein,9182,7986,32.06862009,80.5209116,3.511946025,3.137412356,5.354123983,81.39977343,169.643584,196.7001002,73.74502148,63.39172625,24.27998998,68.00996678,82.8115942,88.22033898,91.03478964,103.5853249,110.4966087,74.76569038,92.8375,99.35494881,,,,52.61,1.54723006,0,0,0,0,0,0,0,0,20.84452038,0,May 01 2017
HERD091,TX,Holstein,9315,7931,32.60622872,83.77934687,3.311118491,3.13875382,5.403660896,82.53845943,141.437276,199.3994452,77.34918794,67.34750371,25.3057622,70.65799257,86.72847682,94.984,92.03705179,104.7961336,112.3672579,76.68548387,96.17647059,101.7405858,,,,0,0,0,0,0,0,0,0,0,0,31.96952943,0,Jun 01 2017
HERD091,TX,Holstein,9408,7983,33.54628586,82.91068521,3.295706642,3.043155422,5.255593972,80.92546345,191.3146361,197.7579857,75.80209111,70.6301033,25.21608418,65.1509434,86.53333333,91.04938272,91.29532277,105.5384962,113.1015515,75.24279835,97.69444444,106.5196507,,,,0,0,0,0,0,0,0,0,0,0,24.77779131,0,Jul 01 2017
HERD091,TX,Holstein,9422,8022,33.91922214,79.96933433,3.20616,3.00516,4.967151257,76.9063604,165.3605968,196.5186986,72.57736126,66.60503802,25.87883321,65.3490566,84.2079646,88.9919571,90.85894495,107.1390574,114.4848655,71.664,98.51149425,103.2350746,,,,0,0,0,0,0,0,0,0,0,0,27.04630637,0,Aug 01 2017
HERD091,TX,Holstein,9224,7637,31.6223648,80.48395967,3.307843722,3.123218014,5.175973134,79.16445816,296.1075205,204.6704203,73.20041408,68.6108767,27.66793243,61.23369565,75.39880952,82.86243386,91.88516345,107.540797,115.1982948,70.4787234,91.8655914,98.55862069,,,,0,0,0,0,0,0,0,0,0,0,31.59438776,0,Sep 01 2017
HERD091,TX,Holstein,9241,7795,31.23797306,73.68248877,3.701739367,3.325016986,5.177488961,77.31908455,201.9843877,200.3141758,67.30513347,56.61819021,27.4791533,62.30612245,78.12707182,84.03186275,87.42193755,106.3467036,114.6291307,67.45454545,82.05625,87.79878049,,,,0,0,0,0,0,0,0,0,0,0,22.23193109,0,Nov 29 2017
HERD091,TX,,9232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,Oct 13 2017
HERD091,TX,Holstein,9255,7689,31.03134348,72.99466771,3.592786032,3.279877395,5.016677831,75.32809648,209.7643819,194.0646378,66.2845767,57.05980392,26.28430225,62.96610169,76.57142857,83.4516129,86.25577488,105.4178082,114.2573727,69.13551402,85.97333333,93.66666667,,,,0,0,0,0,0,0,0,0,0,0,24.03051494,0,Dec 27 2017
HERD091,TX,Holstein,9341,7702,30.68034277,75.83458842,3.372583693,3.113687905,4.91883737,75.16861803,167.9603399,194.6082836,69.38510368,62.06966179,25.46091924,60.68852459,75.93779904,80.98743719,85.8236532,104.542446,113.7490082,68.39772727,86.83076923,96.44516129,,,,0,0,0,0,0,0,0,0,0,0,28.58224016,0,Jan 31 2018
HERD091,TX,Holstein,9405,7948,30.47307499,76.24245093,3.23517296,3.138737787,4.859625774,74.3684747,173.8755608,194.79693,69.21428571,60.78120482,25.8178158,59.75085324,78.69264069,81.97235023,85.69168096,104.3767221,113.7175672,70.47706422,90.65363128,93.68820225,,,,0,0,0,0,0,0,0,0,0,0,37.34807973,0,Feb 28 2018
HERD091,TX,Holstein,9477,8096,29.43428854,73.04916008,3.335288843,3.125733316,4.71972242,72.12311568,206.7642693,195.0958498,66.76374318,56.46931927,25.5805336,56.45075758,74.95041322,80.66992665,84.72451559,103.4170486,113.6246806,67.58076923,86.87958115,93.50424929,,,,0,0,0,0,0,0,0,0,0,0,30.75266244,0,Mar 28 2018
HERD091,TX,Holstein,9492,8129,30.16361176,76.53069258,3.189890956,3.124951892,4.832792967,74.12505575,204.7371795,188.3931603,69.87275693,60.57320872,23.50842662,60.91340782,78.27350427,79.29906542,84.95335901,103.1599456,113.5673941,67.42477876,87.655,91.84810127,,,,0,0,0,0,0,0,0,0,0,0,40.896023,0,Apr 25 2018
HERD091,TX,Holstein,9632,8229,31.23101227,75.49118969,3.510856056,2.991337984,4.908583637,75.47972786,239.7348542,190.1301495,71.40933852,62.46938776,23.58731316,60.10674157,80.20379147,80.94915254,84.91643002,102.6258929,113.2443648,69.44813278,88.43103448,90.59683794,,,,0,0,0,0,0,0,0,0,0,0,16.35569202,0,May 30 2018
HERD091,TX,Holstein,9583,8181,32.58770321,83.29446278,3.039867756,3.00258006,5.033024447,78.30678884,273.9809536,193.3466569,74.57951988,68.09415911,24.10463269,69.07063197,89.18023256,86.56832298,86.41825243,104.9513538,114.2980289,72.76433121,98.61931818,99.47598253,,,,0,0,0,0,0,0,0,0,0,0,44.10641852,0,Jun 27 2018
HERD091,TX,Holstein,9694,8291,32.81871909,81.18936196,3.145712796,2.996363873,4.986712859,77.3951138,308.1835591,197.8147389,76.34693128,70.89035294,25.35279218,65.07438017,81.75,86.65963061,88.37409799,105.7601874,114.2889884,71.40776699,95.61481481,100.2693727,,,,0,0,0,0,0,0,0,0,0,0,33.63070783,0,Jul 25 2018
HERD091,TX,Holstein,9848,8379,35.20706528,79.14977921,3.339277047,3.113973688,5.107733708,78.11737007,327.0593794,195.6531806,75.90542373,70.19462465,25.48036759,65.0955414,75.67664671,77.51311953,89.49310094,105.1280113,113.3115904,76.09090909,89.74358974,94.06498195,,,,0,0,0,0,0,0,0,0,0,0,30.28234205,0,Aug 29 2018
HERD091,TX,Holstein,9862,8232,36.1516035,69.60155491,3.783360833,3.165871303,4.836773621,72.93876687,350.8069307,191.5348639,67.02486559,55.69888098,23.73663751,59.59415584,77.43930636,78.94818653,88.22824247,104.8582639,112.4465326,69.7875895,79.39855072,82.55782313,,,,0,0,0,0,0,0,0,0,0,0,12.98993487,0,Sep 26 2018
HERD091,TX,,9827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,Oct 26 2018
HERD091,TX,Holstein,10746,8596,44.76500698,69.23522569,4.005010865,3.411389493,5.134761526,75.79985578,371.3344586,176.8270126,58.18659044,59.64659843,19.03210796,48.46524064,78.04324324,80.2969697,78.85295728,108.216122,112.527444,50.72670807,78.55440415,81.11363636,,,,0,0,0,0,0,0,0,0,0,0,14.04101871,0,Nov 27 2019
HERD091,TX,,10641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,Oct 23 2019
HERD091,TX,Holstein,10536,8009,38.78137096,85.97602697,0,0,0,0,0,191.2734424,76.23760464,73.72709064,24.82207517,62.95134228,90.43367347,92.70707071,88.44451592,110.1630958,114.3761103,68.15044248,92.90659341,95.05490196,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sep 25 2019
HERD091,TX,,10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,Aug 26 2019
HERD091,TX,Holstein,9889,8025,35.70093458,82.74043614,3.399623099,3.059550411,5.344348332,81.96647392,209.341971,200.6530841,79.51588133,66.7716263,28.59813084,68.64655172,91.57345972,87.82885906,90.06729428,108.4620087,114.0181605,75.65540541,94.18229167,92.88518519,,,,0,0,0,0,0,0,0,0,0,0,23.42505431,0,Jul 31 2019
HERD091,TX,,9570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,Jun 27 2019
HERD091,TX,Holstein,9250,7654,33.05461197,84.76090933,0,0,0,0,0,204.2398746,77.97509881,70.40122111,29.64463026,69.73900293,90.77368421,92.34439834,89.7013626,107.8295762,113.7038627,73.37451737,92.17368421,93.21559633,,,,0,0,0,0,0,0,0,0,0,0,0,0,May 29 2019
HERD091,TX,,9173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,Apr 26 2019
HERD091,TX,Holstein,9096,7703,32.02648319,82.64014021,3.643920993,3.289149873,5.729499484,85.88266248,378.1370453,204.8504479,74.89704094,67.9197787,28.01505907,67.04102564,88.14285714,89.09840426,90.41666667,106.0382798,112.4222038,66.98076923,96.42723005,98.15770609,,,,0,0,0,0,0,0,0,0,0,0,21.42947502,0,Mar 27 2019
HERD091,TX,,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,Feb 27 2019
HERD091,TX,Holstein,9373,7279,30.73224344,79.98543756,3.843924505,3.296677585,5.711441826,85.2260974,420.5568854,204.9656546,76.62494412,64.75410652,27.29770573,63.88157895,94.48704663,96.33519553,89.75466284,104.9515968,111.1930147,74.35616438,95.38095238,100.9672727,,,,0,0,0,0,0,0,0,0,0,0,17.8729097,0,Jan 30 2019
HERD091,TX,Holstein,9504,8029,35.63332918,74.60518122,3.850120064,3.290795091,5.327492692,79.51994025,401.439968,198.263171,68.80985669,63.28199162,26.44164902,61.17857143,78.57635468,81.05540166,87.31139591,104.0390344,110.5311123,65.795,86.9109589,91.67182663,,,,0,0,0,0,0,0,0,0,0,0,16.8591224,0,Dec 27 2018
HERD091,TX,Holstein,9792,8112,36.29191321,71.54314596,3.596236842,3.30779255,4.939359825,74.0113087,323.3236378,196.2318787,68.62839674,60.30067895,25.19723866,60.38955823,77.83798883,79.5058548,86.95918367,103.5201359,111.0199741,58.15508021,75.33333333,78.86708861,,,,0,0,0,0,0,0,0,0,0,0,25.65149514,0,Nov 28 2018
HERD092,WI,Holstein,444,407,24.32432432,73.69262899,3.655123675,3.102120141,4.979590616,75.65930038,74.4673913,211.0565111,65.87979798,57.08984375,31.2039312,71.23,91.425,96.9125,71.4,85.74142857,92.79642857,80,92.2,95.66666667,,,,0,0,0,0,0,0,0,0,0,0,13.41463415,0,Apr 09 2019
HERD093,WI,Holstein,129,107,34.57943925,82.5046729,5.324299065,3.168224299,7.006728623,103.8623183,407.2242991,184,78.27027027,70.22857143,32.71028037,66,95.33333333,85.63636364,83.33333333,91.8,96.94117647,78.5,0,98.33333333,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sep 09 2021
HERD093,WI,Holstein,128,118,33.05084746,87.27966102,5.288135593,3.092372881,7.314479388,108.9581906,284.7948718,175,81.12820513,66.53125,27.11864407,75.66666667,100,84.66666667,89.33333333,102.9230769,106.2142857,81,105.25,99.7,,,,0,0,0,0,0,0,0,0,0,0,0,0,Oct 08 2021
HERD094,PA,Holstein,123,103,31.06796117,93.4368932,3.610679612,2.966990291,6.145970402,95.45118398,102.5686275,166,73.75,74.73684211,18.44660194,85,0,113.3333333,92.53846154,114.9666667,130,73.6,101.3333333,111,,,,0,0,0,0,0,0,0,0,0,0,2.912621359,0,Sep 23 2021
HERD094,PA,Holstein,124,104,31.73076923,92.38461538,3.589423077,2.933653846,6.026319527,93.88630954,109.6538462,170,79.03030303,81.1,19.23076923,64.33333333,97,103,94.38235294,112.0909091,128.3333333,74,97.5,111.5714286,,,,0,0,0,0,0,0,0,0,0,0,6.603773585,0,Aug 23 2021
HERD094,PA,Holstein,128,104,32.69230769,97.33653846,3.405769231,2.946153846,6.182742049,96.6968315,179.9807692,169,85.79411765,84.66666667,14.42307692,103,91.5,106,93.1025641,112.9310345,129.5961538,79.6,107,110.4,,,,0,0,0,0,0,0,0,0,0,0,18.86792453,0,Jul 15 2021
HERD094,PA,Holstein,131,106,32.0754717,100.2075472,3.422641509,3.04245283,6.47851246,100.5061373,117.8962264,162,85.38235294,90.2,9.433962264,70.6,116.3333333,112.75,93.02777778,113.3214286,130.9795918,85.5,104.6,0,,,,0,0,0,0,0,0,0,0,0,0,21.69811321,0,Jun 16 2021
HERD094,PA,Holstein,131,102,33.33333333,105.0686275,3.476470588,3.020588235,6.826370531,105.9383794,81.97058824,155,87.73529412,91.16666667,10.78431373,77.75,91,0,92.57894737,114.4347826,131.4081633,86.8,114.5,110.5,,,,0,0,0,0,0,0,0,0,0,0,18.62745098,0,May 14 2021
HERD094,PA,Holstein,129,104,28.84615385,107.1346154,3.438461538,3.060576923,6.962719859,107.8218736,82.31730769,147,90.93333333,90.08333333,11.53846154,89.33333333,107,119.75,92.14705882,111.5789474,130.9361702,81,105,126,,,,0,0,0,0,0,0,0,0,0,0,25.47169811,0,Apr 15 2021
HERD094,PA,Holstein,132,105,35.23809524,105.2733333,3.276190476,3.034285714,6.643248635,103.5246931,62.22857143,145,89.50540541,88.44444444,8.571428571,73.33333333,94,119.4285714,93.4,111.125,128.5853659,75,128,121.2857143,,,,0,0,0,0,0,0,0,0,0,0,33.01886792,0,Mar 18 2021
HERD094,PA,Holstein,134,105,36.19047619,101.8380952,3.44952381,3.064761905,6.63402449,102.66987,85.16190476,155,88.84210526,85,13.33333333,86.66666667,110,111.7777778,91.82352941,108.5333333,127.8888889,84.14285714,101,122.4,,,,0,0,0,0,0,0,0,0,0,0,21.2962963,0,Feb 19 2021
HERD094,PA,Holstein,134,106,39.62264151,97.48113208,3.755660377,3.116981132,6.699528747,102.5313444,105.5566038,153,83.26190476,79.14285714,19.81132075,79,101,117.6666667,88.85714286,108.8571429,124.3548387,88.125,0,115.6666667,,,,0,0,0,0,0,0,0,0,0,0,7.547169811,0,Jan 18 2021
HERD094,PA,Holstein,131,104,39.42307692,92.92307692,3.790384615,3.159615385,6.458153846,98.45807574,135.5728155,158,79.34146341,81.82352941,16.34615385,86.75,0,122.4285714,84.91304348,108.8571429,114.7391304,80.5,102,115,,,,0,0,0,0,0,0,0,0,0,0,10.47619048,0,Dec 10 2020
HERD094,PA,Holstein,128,106,35.8490566,89.94339623,3.778301887,3.196226415,6.273127625,95.412082,100.4622642,163,79.10526316,73.5,14.1509434,78.4,94.5,112.25,80.94117647,106.9166667,111.85,81.4,98.75,117.8571429,,,,0,0,0,0,0,0,0,0,0,0,12.26415094,0,Nov 13 2020
HERD095,PA,Holstein,179,149,33.55704698,97.06979866,3.502684564,3.037583893,6.348625422,98.32906757,165.3489933,166,84.816,74.24285714,18.79194631,79.7,108.575,121.0714286,89.94166667,111.368,118.2259259,78,114.25,107.5,,,,0,0,0,0,0,0,0,0,0,0,19.86754967,0,Oct 28 2020
HERD096,PA,Holstein,176,151,33.77483444,90.05827815,3.77218543,3.076821192,6.168097434,94.63997814,166.1986755,171,81.44901961,69.11714286,23.17880795,79.625,88.05,107.53,99.40980392,121.9311111,136.332,79.25,105.3333333,113.875,,,,0,0,0,0,0,0,0,0,0,0,9.150326797,0,Sep 29 2021
HERD096,PA,Holstein,180,149,32.88590604,92.5409396,3.820805369,3.044966443,6.353649746,97.6060965,178.2080537,175,87.46122449,70.8173913,15.43624161,66.1,108.0285714,102.8,100.2923077,122.552,136.1371429,82.42857143,121.5,112.6,,,,0,0,0,0,0,0,0,0,0,0,9.210526316,0,Aug 31 2021
HERD096,PA,Holstein,178,141,34.04255319,99.05886525,3.739716312,3.053191489,6.728977385,103.5028848,177.5886525,175,87.36875,80.6047619,14.89361702,70.26666667,121.5333333,119.4333333,100.3392157,122.6565217,135.2130435,86.5,114.5,124,,,,0,0,0,0,0,0,0,0,0,0,9.929078014,0,Jul 23 2021
HERD096,PA,Holstein,175,148,31.08108108,98.85337838,3.477702703,2.95472973,6.358676771,99.18941307,216.972973,184,92.13478261,80.20967742,20.94594595,82.6,112.55,114.15,99.11153846,122.7304348,132.1647059,81.25,0,102,,,,0,0,0,0,0,0,0,0,0,0,20.13422819,0,Jun 28 2021
HERD096,PA,Holstein,180,151,30.46357616,96.8410596,3.802666667,2.985333333,6.573571126,101.4723219,115.5866667,185,88.32826087,82.28,23.17880795,71.95,97.43333333,121.025,97.41346154,122.5021739,132.5818182,74.66666667,134.5,130.5714286,,,,0,0,0,0,0,0,0,0,0,0,9.74025974,0,May 27 2021
HERD096,PA,Holstein,183,159,32.70440252,99.94025157,3.613836478,3.049685535,6.659540663,102.7678379,154.3207547,179,83.25576923,78.46756757,23.27044025,74.675,93.46666667,133.08,97.09807692,120.6666667,132.5033333,78.5,128.5,109.6,,,,0,0,0,0,0,0,0,0,0,0,20.49689441,0,Apr 28 2021
HERD096,PA,Holstein,183,161,32.91925466,96.81614907,3.57826087,3.079503106,6.445790695,99.33015176,139.81875,170,84.40377358,79.01212121,19.8757764,65.1,136.0333333,117.7,96.304,117.044186,132.5839286,77,114.2,136,,,,0,0,0,0,0,0,0,0,0,0,22.22222222,0,Mar 29 2021
HERD096,PA,Holstein,183,163,33.74233129,100.3797546,3.583435583,3.165030675,6.774093869,103.7103302,95.37267081,161,86.28181818,81.26190476,12.88343558,73.98571429,106.06,129.075,95.64222222,117.925641,131.8472727,85,113.6666667,119.4,,,,0,0,0,0,0,0,0,0,0,0,21.81818182,0,Feb 26 2021
HERD096,PA,Holstein,183,156,33.97435897,96.825,3.737179487,3.194230769,6.711337981,102.181688,86.28846154,153,83.27735849,74.03,12.82051282,78.42,104.3,113.5642857,93.365,114.5388889,128.3217391,77.7,111.4,124.7777778,,,,0,0,0,0,0,0,0,0,0,0,19.25465839,0,Jan 26 2021
HERD096,PA,Holstein,181,149,34.22818792,93.96107383,3.813422819,3.269798658,6.655470961,100.6302291,100.1409396,151,81.06470588,76.75909091,14.76510067,71.66,100.1714286,114.56,92.65,110.2,125.31,72.33333333,80,120.625,,,,0,0,0,0,0,0,0,0,0,0,20,0,Dec 30 2020
HERD096,PA,Holstein,182,142,33.09859155,97.34507042,3.743661972,3.197887324,6.75725605,102.8394798,180.2535211,164,85.73404255,77.89583333,16.90140845,70.58,118.9,105.2,93.41538462,112.5892857,124.428125,88.5,106,127.6,,,,0,0,0,0,0,0,0,0,0,0,17.80821918,0,Nov 23 2020
HERD097,IA,Holstein,152,131,44.27480916,72.86259542,3.704580153,3.265648855,5.078689762,76.16178037,108.7076923,195.870229,67.17241379,57.25,33.58778626,68.83333333,76,115.5,76.44827586,99.0952381,107.1428571,77.42857143,101.8571429,102.75,,,,0,0,0,0,0,0,0,0,0,0,26.51515152,0,Nov 30 2018
HERD097,IA,Holstein,154,126,40.47619048,74.34126984,3.93015873,3.374603175,5.430452759,80.46986973,121.72,202.6746032,68.90196078,59.63414634,32.53968254,62,87.4,62,71.63636364,97.42857143,91.83333333,78.28571429,104.5,117.3333333,,,,0,0,0,0,0,0,0,0,0,0,16.79389313,0,Oct 26 2018
HERD098,TX,Crossbred,7853,7275,41.48453608,81.13044674,0,0,0,0,0,159,77.1156395,63.29275905,21.88316151,75.92592593,80.79481132,82.21459227,81.20904729,91.60687961,94.76915974,72.07746479,94.48275862,97.69607843,,,,0,0,0,0,0,0,0,0,0,0,0,0,Jan 24 2021
HERD099,WA,Crossbred,14759,12309,31.89536112,62.39369567,4.7701724,3.661387445,5.26076179,75.61591506,233.1875414,163.9068974,52.6400917,44.53012821,12.45430173,40.83488372,60.3768546,68.54100946,77.14000475,88.18291605,103.7805907,53.5982659,73.61886792,86.76037736,,,,0,0,0,0,0,0,0,0,0,0,3.02479861,0,Jan 25 2017
HERD099,WA,Crossbred,14678,11711,31.91870891,63.14388182,4.664684529,3.597821953,5.217267329,75.36825398,215.1238532,162.2517291,54.46682718,47.28661528,11.92895568,42.31591449,64.77329193,69.40711462,76.44696781,87.41986594,102.7240367,49.52407932,73.41639344,81.73663366,,,,0,0,0,0,0,0,0,0,0,0,3.120849934,0,Feb 22 2017
HERD099,WA,Crossbred,14723,11945,31.92967769,64.58878192,4.434404681,3.572600068,5.171626835,75.05829581,215.5747831,165.5096693,52.19454641,49.13333333,13.24403516,42.53629977,61.29977117,70.21084337,76.16234097,86.72107003,102.7787514,51.53783784,73.18217054,85.93240093,,,,0,0,0,0,0,0,0,0,0,0,5.939709109,0,Mar 22 2017
HERD099,WA,Crossbred,14849,12229,32.275738,66.11881593,4.469354305,3.563046358,5.310928209,77.08626336,214.2204868,166.849538,55.11274386,50.49829157,14.18758688,42.50549451,61.8428246,69.16330275,75.79743008,86.67659821,102.6670857,52.3458445,76.62962963,86.14114833,,,,0,0,0,0,0,0,0,0,0,0,5.438138209,0,Apr 18 2017
HERD099,WA,Crossbred,15203,12337,32.71459836,68.23830753,4.356558857,3.542135938,5.389935645,78.46076338,189.1821558,164.51917,56.93310208,52.34260289,14.37950879,46.33726813,66.81937173,72.56366723,74.90413674,87.30820144,102.7190577,54.01518438,77.39733333,89.56050955,,,,0,0,0,0,0,0,0,0,0,0,7.778738116,0,May 16 2017
HERD099,WA,Crossbred,15512,12398,33.59412809,71.53629618,4.192648253,3.47149472,5.482644017,80.36690615,184.9085565,163.6889821,61.71620648,53.82635399,14.18777222,54.24455611,70.83139535,78.25394322,75.19374559,88.27295991,102.5379595,60.27504554,80.79139073,86.26427061,,,,0,0,0,0,0,0,0,0,0,0,9.912219374,0,Jun 20 2017
HERD099,WA,Crossbred,15770,12736,33.87248744,68.4629397,4.401012899,3.448904012,5.374283881,78.63299156,201.3198087,160.707679,59.40496059,52.4949095,13.64635678,49.88110749,66.81818182,75.29916898,74.66270673,88.23156385,102.1017913,61.47177419,78.39344262,88.10815603,,,,0,0,0,0,0,0,0,0,0,0,4.677077016,0,Jul 18 2017
HERD099,WA,Crossbred,16241,13066,34.06551355,63.88412674,4.328707578,3.356880521,4.909870842,72.34024229,218.6042007,159.8142507,56.31049202,50.45005429,13.82978723,42.90608696,57.75063613,63.04966443,73.45213021,87.9825547,101.0978338,54.79487179,73.67514124,80.68386023,,,,0,0,0,0,0,0,0,0,0,0,4.522165293,0,Aug 15 2017
HERD099,WA,Holstein,16415,13334,34.80575971,63.30958452,4.444762485,3.507041717,5.034254202,73.34562093,152.4087954,157.4418779,53.29239388,51.66337209,12.72686366,37.40036563,55.11471322,68.40729927,72.31152921,86.95441912,100.4740304,51.97843137,64.42201835,78.08130081,,,,0,0,0,0,0,0,0,0,0,0,4.992679356,0,Sep 18 2017
HERD099,WA,Holstein,16540,13463,34.7693679,65.48228478,4.708586199,3.736517569,5.5300469,79.2083997,125.6187966,158.198247,57.60670797,50.50868056,12.57520612,47.74889868,61.65425532,71.83567416,72.50032237,86.51972603,100.3184554,50.53364269,67.66766467,80.49568221,,,,0,0,0,0,0,0,0,0,0,0,4.756053488,0,Oct 17 2017
HERD099,WA,Crossbred,16602,13724,34.88778782,64.23630137,4.911067689,3.80688689,5.600091577,79.71201116,144.6997931,160.9328913,56.94862155,48.06954023,12.53278927,46.86491935,62.67335244,72.21331522,72.87673538,86.42509568,100.2017315,56.80835381,72.96686747,84.395,,,,0,0,0,0,0,0,0,0,0,0,4.347826087,0,Nov 13 2017
HERD099,WA,Crossbred,16741,13462,35.60392215,62.24736295,4.718127998,3.716786571,5.250511886,75.27990011,148.6416811,160.7383004,54.01293553,47.55751634,11.14247512,49.75111111,63.4516129,71.37306502,72.04969325,86.42781788,99.22413229,53.36077482,72.56040268,81.54957983,,,,0,0,0,0,0,0,0,0,0,0,4.900968628,0,Dec 14 2017
HERD099,WA,Crossbred,16853,14408,35.48722932,63.79913937,4.565026275,3.61668797,5.219863274,75.42274534,163.1775641,170.235286,56.83532173,49.64792279,16.20627429,48.17830882,64.58474576,70.60660248,72.35517033,85.97835254,99.56119499,57.75826972,73.21107266,83.10915493,,,,0,0,0,0,0,0,0,0,0,0,4.445793699,0,Jan 14 2018
HERD099,WA,Crossbred,17163,14996,35.956255,62.6106295,4.449299891,3.658285753,5.076210409,73.28071672,160.3410795,174.5759536,54.87166172,49.03483825,18.48492931,45.3802589,61.62983425,69.35407407,71.74552573,86.33108836,99.53976158,54.9378882,75.71473354,83.11842105,,,,0,0,0,0,0,0,0,0,0,0,9.030708304,0,Feb 18 2018
